UserID,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page,Taken_product
1004642,,iOS and Android,18669,1,2,Entertainment,71,19284,1,No,17,No,4,0,24,No
1004643,444,iOS and Android,,1,2,Medical,61,2313,8,No,29,No,4,0,16,No
1004644,376,iOS and Android,29929,1,4,Medical,81,19559,3,No,22,No,3,1,39,No
1004645,249,iOS and Android,28503,14,3,Medical,72,2482,5,Yes,25,No,3,1,13,Yes
1004646,323,iOS and Android,36231,16,3,Social media,95,16114,7,Yes,473,Yes,3,1,29,No
1004647,249,iOS and Android,16309,1,2,Financial,48,2762,7,No,339,Yes,1,0,17,Yes
1004648,,Android OS,27032,1,4,Financial,92,19114,1,Yes,24,No,4,0,40,No
1004649,241,iOS and Android,49082,1,2,Financial,64,3987,3,No,21,No,1,1,11,No
1004650,241,iOS and Android,18059,1,3,Financial,68,3774,0,Yes,19,No,4,0,9,Yes
1004651,294,iOS and Android,50134,1,4,Medical,111,2273,8,No,21,No,3,3,10,No
1004652,241,Android OS,34205,26,4,Social media,113,4520,0,No,27,No,1,0,12,No
1004653,309,iOS and Android,49435,19,2,Financial,44,3114,4,No,19,No,1,2,27,No
1004654,,iOS and Android,45532,24,2,Entertainment,70,3360,2,No,25,No,1,2,16,No
1004655,339,iOS and Android,8854,1,3,Other,76,19255,0,No,15,No,3,1,26,No
1004656,233,iOS,,1,4,Medical,85,13717,9,No,20,No,1,1,19,No
1004657,249,iOS and Android,29162,1,4,Financial,69,2961,2,No,18,No,3,1,5,No
1004658,257,iOS and Android,16492,1,4,Financial,,6006,6,No,22,No,2,1,19,No
1004659,279,iOS and Android,35626,1,2,Medical,98,3967,4,No,21,No,1,1,23,No
1004660,339,iOS,42014,1,4,Financial,83,6494,5,No,25,No,4,1,13,No
1004661,279,iOS,17679,10,3,Medical,67,10095,8,No,16,No,2,2,23,Yes
1004662,294,iOS,17705,1,4,Entertainment,79,10989,2,No,342,Yes,4,0,30,No
1004663,,iOS and Android,23322,15,3,Financial,74,2390,2,No,25,No,1,0,11,No
1004664,316,iOS and Android,32100,17,2,Financial,93,6597,5,Yes,22,No,3,0,16,No
1004665,219,iOS and Android,43684,20,2,Social media,50,6990,4,No,20,No,4,1,17,No
1004666,189,iOS and Android,24025,,3,Financial,76,4950,1,No,20,No,4,2,11,No
1004667,316,iOS and Android,9451,1,3,Medical,69,2638,2,Yes,18,No,3,1,11,No
1004668,302,iOS and Android,49606,1,2,Medical,55,19489,1,No,23,No,4,1,26,No
1004669,384,iOS and Android,,1,3,Financial,105,2775,3,No,20,No,2,0,7,No
1004670,234,iOS,10794,29,2,Medical,83,3523,0,No,23,No,2,0,13,Yes
1004671,241,iOS,45915,1,3,Financial,113,2835,3,No,27,Yes,3,0,13,No
1004672,287,Android OS,46489,1,2,Financial,54,5304,5,No,21,No,4,1,14,No
1004673,,iOS and Android,,1,1,Entertainment,90,2235,5,No,19,No,4,0,12,No
1004674,347,iOS and Android,17113,1,3,Entertainment,81,16932,5,Yes,19,No,2,1,32,No
1004675,212,iOS and Android,18561,1,4,Financial,93,3526,3,No,17,No,3,0,9,Yes
1004676,219,iOS and Android,42381,1,3,Medical,83,6685,2,No,29,No,2,2,15,No
1004677,233,iOS and Android,51253,23,3,Medical,76,5628,2,No,455,Yes,2,1,14,No
1004678,189,Android OS,23656,1,2,Financial,99,4042,3,No,22,No,4,2,11,No
1004679,340,iOS and Android,48521,20,2,Medical,92,13537,0,Yes,21,No,2,0,31,No
1004680,272,iOS and Android,49144,1,3,Financial,53,3254,0,No,22,No,3,1,17,No
1004681,413,iOS and Android,15854,1,3,Medical,93,19096,2,Yes,26,No,3,0,235,No
1004682,354,Android OS,23356,29,4,Financial,,11904,3,Yes,20,No,4,1,14,Yes
1004683,212,iOS and Android,40580,1,3,Medical,99,2126,3,No,469,Yes,4,1,9,No
1004684,279,iOS and Android,8021,1,4,Medical,113,6559,4,No,22,No,2,1,11,No
1004685,159,iOS and Android,34894,1,2,Medical,105,3270,3,No,29,No,1,0,10,No
1004686,278,Android OS,25511,1,4,Medical,91,13657,4,Yes,26,No,1,2,17,No
1004687,264,iOS and Android,46060,22,3,Financial,86,12047,8,No,26,No,2,1,14,No
1004688,286,iOS and Android,,1,2,Medical,57,5665,1,Yes,403,Yes,3,1,12,No
1004689,197,iOS,51814,1,3,Financial,96,6451,1,No,23,Yes,1,1,13,No
1004690,376,iOS and Android,27943,1,1,Financial,107,19203,4,No,25,No,1,2,33,No
1004691,399,iOS and Android,37490,1,4,Medical,54,17633,4,Yes,19,No,4,3,26,No
1004692,316,iOS and Android,22258,1,1,Financial,110,4948,3,No,399,Yes,3,0,29,No
1004693,,iOS,15511,1,2,Financial,57,4613,3,No,28,No,1,0,10,No
1004694,414,iOS and Android,5189,20,2,Entertainment,52,5456,3,Yes,30,No,4,1,14,No
1004695,197,iOS,17394,11,2,Medical,71,4795,3,Yes,22,No,3,1,13,No
1004696,279,iOS and Android,48057,1,3,Financial,51,2155,1,No,20,No,2,0,23,No
1004697,,iOS,32245,24,3,Financial,51,3207,4,Yes,30,Yes,4,1,25,Yes
1004698,286,iOS and Android,24116,23,4,Financial,96,5797,9,No,24,No,2,1,19,No
1004699,196,iOS and Android,50762,16,4,Medical,53,2424,3,Yes,24,No,4,1,10,Yes
1004700,211,iOS and Android,39133,1,2,Financial,74,3364,3,No,422,Yes,4,0,12,No
1004701,369,iOS,22294,10,4,Financial,44,18715,9,Yes,18,No,4,0,32,No
1004702,272,iOS and Android,17742,1,3,Entertainment,41,4544,4,No,21,No,4,0,18,No
1004703,234,iOS,15574,1,3,Social media,98,2849,1,No,19,No,3,1,2,No
1004704,196,iOS and Android,33281,1,4,Social media,62,5872,3,Yes,18,No,2,0,17,Yes
1004705,280,iOS,31157,1,3,Medical,66,2373,3,Yes,21,No,3,3,10,No
1004706,317,iOS,19475,26,3,Social media,,13582,6,No,25,No,4,1,32,No
1004707,136,iOS and Android,8086,1,3,Financial,62,1478,3,No,16,No,3,0,7,Yes
1004708,264,iOS and Android,43160,16,3,Social media,101,8062,2,No,22,No,3,2,21,No
1004709,271,iOS,19850,18,4,Financial,87,3733,6,No,22,No,4,2,9,No
1004710,383,iOS and Android,45602,1,3,Medical,97,5527,6,No,30,No,4,1,19,No
1004711,308,iOS and Android,11739,1,4,Financial,100,16057,3,No,28,No,2,0,22,No
1004712,137,iOS and Android,28453,10,3,Medical,74,1257,3,No,24,No,1,0,3,No
1004713,212,iOS and Android,51697,16,2,Medical,76,5720,2,No,29,No,3,0,16,No
1004714,234,iOS and Android,7677,1,3,Entertainment,106,6970,6,No,21,No,2,1,19,No
1004715,294,iOS and Android,39657,1,3,Medical,56,9669,2,No,22,No,1,3,23,No
1004716,272,Android OS,38710,24,4,Financial,60,5720,7,No,18,No,3,1,17,No
1004717,241,iOS and Android,31746,1,3,Financial,96,5528,2,No,26,No,3,1,14,No
1004718,287,iOS and Android,,25,2,Financial,90,12102,3,No,23,No,3,1,26,No
1004719,436,Android OS,13687,1,4,Financial,44,5706,2,Yes,24,No,4,1,17,No
1004720,,iOS and Android,24218,1,4,Entertainment,100,4865,1,Yes,15,No,3,1,11,No
1004721,234,iOS and Android,3744,1,3,Tour  Travel,74,6468,4,No,17,No,4,0,15,No
1004722,339,iOS,43758,1,3,Financial,105,5266,1,No,28,No,1,1,28,No
1004723,235,iOS and Android,6763,1,4,Financial,39,2751,2,Yes,22,No,2,1,12,No
1004724,249,iOS,19405,1,4,Financial,80,11936,8,No,17,No,2,2,18,No
1004725,294,iOS and Android,4138,10,1,Medical,112,17128,2,Yes,23,No,4,0,27,No
1004726,324,iOS,6519,10,4,Financial,43,2496,0,No,27,No,1,0,11,No
1004727,369,iOS and Android,,1,2,Entertainment,97,14008,9,Yes,21,No,4,0,35,No
1004728,391,iOS and Android,25352,1,4,Medical,91,4993,3,No,18,No,1,0,16,Yes
1004729,203,iOS and Android,42731,1,3,Financial,92,2518,2,Yes,22,No,2,0,11,No
1004730,241,iOS and Android,20619,1,2,Entertainment,,5275,3,Yes,16,No,4,0,21,No
1004731,204,iOS and Android,,1,3,Financial,88,4532,1,Yes,21,No,1,0,9,No
1004732,235,iOS and Android,24234,1,3,Social media,85,7587,6,No,22,No,4,3,18,No
1004733,241,iOS and Android,35673,1,4,Medical,89,5106,8,No,26,No,3,0,10,No
1004734,212,iOS and Android,40525,1,4,Medical,98,3510,7,Yes,18,No,4,0,5,Yes
1004735,227,iOS and Android,44661,28,2,Medical,75,5818,1,No,20,No,4,2,21,No
1004736,233,iOS,27977,1,2,Financial,61,8990,2,No,388,Yes,1,1,19,No
1004737,294,iOS,,1,2,Medical,66,19316,1,No,26,No,1,1,24,No
1004738,294,iOS and Android,40714,1,2,Medical,55,5280,5,Yes,26,No,1,0,20,Yes
1004739,248,iOS,17825,10,3,Social media,59,4728,5,No,17,No,3,0,10,No
1004740,354,iOS and Android,51907,1,5,Financial,50,18341,5,No,19,No,2,1,29,No
1004741,325,iOS,19610,10,4,Financial,93,5303,3,No,22,No,2,1,13,No
1004742,204,Android OS,7397,1,1,Social media,79,6397,1,Yes,19,No,4,1,11,No
1004743,407,iOS,32524,20,4,Financial,46,4913,3,No,19,No,4,0,27,No
1004744,324,iOS and Android,,1,3,Financial,54,10040,8,No,24,No,1,1,17,No
1004745,339,iOS and Android,19264,1,4,Other,90,3740,10,No,24,No,1,2,18,No
1004746,301,iOS and Android,39382,1,2,Medical,64,7517,2,Yes,28,Yes,3,3,14,No
1004747,219,iOS and Android,11165,1,4,Other,82,2179,3,Yes,17,No,4,0,10,Yes
1004748,219,iOS and Android,25878,1,5,Other,38,4023,1,No,29,No,3,0,11,No
1004749,226,iOS and Android,19980,1,3,Social media,38,6177,1,No,24,No,3,3,19,No
1004750,204,iOS and Android,39591,1,4,Social media,67,6259,3,No,29,No,1,1,13,No
1004751,279,iOS and Android,41761,1,2,Medical,66,6395,7,No,26,No,3,2,12,No
1004752,287,iOS and Android,12042,15,2,Financial,104,11554,0,Yes,18,No,2,1,17,No
1004753,234,iOS and Android,43168,1,4,Medical,48,7187,2,Yes,20,No,3,0,14,No
1004754,,iOS and Android,5089,10,1,Social media,50,8314,2,Yes,21,No,1,2,12,No
1004755,,iOS and Android,45392,1,4,Entertainment,77,8140,1,No,24,No,4,0,21,No
1004756,174,iOS and Android,45849,26,1,Financial,98,2949,2,No,17,No,3,2,11,No
1004757,309,iOS and Android,16954,1,3,Medical,106,6081,6,Yes,22,No,4,0,12,No
1004758,353,iOS,45864,1,1,Medical,113,3022,5,No,24,No,1,0,10,No
1004759,316,iOS and Android,28393,23,5,Financial,55,16046,2,No,22,No,2,0,22,No
1004760,218,Android OS,26143,1,3,Financial,68,4692,1,No,21,No,1,1,13,No
1004761,316,iOS and Android,19084,1,1,Entertainment,65,2736,0,Yes,16,No,3,1,10,No
1004762,241,iOS and Android,37205,1,3,Medical,83,2422,2,No,21,No,3,1,12,No
1004763,361,iOS and Android,18590,29,1,Medical,106,12553,5,No,25,Yes,2,1,22,No
1004764,279,iOS and Android,46208,1,3,Medical,65,6026,5,Yes,18,No,1,2,18,No
1004765,226,Android OS,22470,25,2,Entertainment,93,4787,7,Yes,15,No,2,1,10,No
1004766,196,iOS and Android,32700,1,3,Financial,70,5341,3,No,23,No,2,1,13,No
1004767,317,iOS and Android,46656,1,4,Other,104,6832,3,No,370,Yes,2,0,19,No
1004768,159,iOS,26499,1,1,Entertainment,106,2231,2,Yes,14,No,3,0,9,Yes
1004769,272,Android OS,29617,1,5,Medical,57,6709,6,No,24,No,2,0,10,No
1004770,271,iOS,18972,1,4,Medical,58,9758,5,No,22,No,1,1,21,No
1004771,429,iOS and Android,20805,1,4,Medical,96,6802,3,No,15,No,3,0,22,No
1004772,302,iOS and Android,41034,10,4,Financial,53,2269,3,Yes,19,No,3,1,11,No
1004773,158,Android OS,31373,1,2,Medical,51,2660,1,No,27,Yes,3,0,4,No
1004774,248,iOS and Android,12295,1,3,Social media,48,2908,3,Yes,20,No,2,0,2,Yes
1004775,279,iOS and Android,32270,10,3,Medical,110,3510,7,No,27,Yes,2,1,22,No
1004776,346,Android OS,40085,1,4,Medical,45,5311,4,No,21,No,3,0,16,No
1004777,308,iOS,,1,3,Social media,65,9406,3,No,30,No,3,0,9,Yes
1004778,376,iOS and Android,36654,10,3,Entertainment,,10540,6,No,27,No,4,0,29,No
1004779,301,iOS and Android,20169,22,2,Social media,81,6427,3,Yes,24,No,1,2,16,Yes
1004780,234,iOS and Android,14330,1,4,Financial,55,2707,2,Yes,19,No,4,0,6,No
1004781,158,iOS and Android,5506,12,3,Financial,98,2757,2,No,26,No,4,0,7,Yes
1004782,219,iOS and Android,44947,23,3,Financial,61,2248,9,No,19,No,4,0,12,No
1004783,264,iOS and Android,26464,1,4,Financial,111,6584,11,No,28,No,3,0,17,No
1004784,,iOS and Android,51461,1,2,Medical,93,3867,3,No,19,No,2,1,10,No
1004785,211,iOS and Android,10673,1,4,Financial,104,5306,3,No,20,No,4,0,14,No
1004786,369,iOS and Android,44182,,3,Other,37,11017,10,No,361,Yes,3,0,31,No
1004787,384,iOS and Android,41275,14,2,Financial,98,4987,4,No,22,No,3,1,23,No
1004788,272,iOS and Android,11559,1,3,Financial,105,2603,6,No,17,No,2,1,7,No
1004789,256,Android OS,47720,19,3,Social media,72,5344,8,Yes,23,No,2,0,10,Yes
1004790,415,iOS and Android,45926,1,3,Financial,109,16699,4,Yes,17,No,3,0,31,No
1004791,182,iOS and Android,48030,10,4,Social media,88,4302,3,Yes,22,No,4,1,7,No
1004792,227,iOS and Android,,1,1,Entertainment,87,2534,3,No,21,No,1,1,8,No
1004793,,iOS,20158,1,1,Entertainment,79,3149,0,No,467,Yes,3,0,7,Yes
1004794,166,iOS and Android,8894,11,3,Medical,48,2302,1,No,23,No,4,1,10,No
1004795,271,iOS and Android,5787,1,2,Medical,66,7645,2,No,25,No,2,2,17,No
1004796,227,iOS,16278,1,3,Entertainment,52,2328,11,Yes,325,Yes,3,0,13,Yes
1004797,279,iOS and Android,38782,14,3,Financial,105,3085,2,No,22,No,3,1,24,No
1004798,301,iOS and Android,26612,1,2,Social media,52,5759,7,No,16,No,3,2,13,No
1004799,316,iOS and Android,7070,1,4,Financial,101,2617,5,No,25,No,2,1,16,No
1004800,279,iOS and Android,45724,10,4,Financial,61,4248,4,Yes,22,No,4,0,25,No
1004801,323,iOS and Android,34409,12,3,Financial,68,14381,1,No,15,No,3,1,35,No
1004802,302,iOS and Android,19470,1,3,Medical,,3490,7,No,324,Yes,2,1,26,No
1004803,406,iOS and Android,28785,1,2,Medical,101,19466,4,No,20,No,3,1,29,No
1004804,256,Android OS,48378,1,4,Social media,83,6596,11,No,25,No,1,1,9,No
1004805,,iOS and Android,16838,1,2,Medical,43,4351,3,No,24,No,2,1,20,No
1004806,324,iOS,11005,21,3,Medical,71,2307,9,No,30,Yes,1,1,15,No
1004807,323,iOS and Android,51586,1,4,Other,87,4576,5,Yes,17,No,4,0,11,No
1004808,188,iOS and Android,31228,1,2,Financial,113,4541,3,Yes,14,No,2,0,12,No
1004809,279,Android OS,37248,25,5,Medical,85,4505,5,Yes,25,No,1,2,21,No
1004810,233,iOS and Android,11546,1,2,Financial,111,2260,3,No,15,No,3,1,11,No
1004811,294,iOS,42664,1,1,Financial,59,19250,3,Yes,21,No,3,1,22,No
1004812,421,iOS,31743,1,3,Financial,93,13259,10,No,17,No,4,3,40,No
1004813,227,iOS and Android,37908,12,3,Entertainment,95,6626,0,No,16,No,2,0,10,No
1004814,309,iOS and Android,22613,1,3,Social media,62,8439,1,No,27,No,3,1,18,No
1004815,211,iOS and Android,45543,17,2,Medical,94,4602,2,No,18,No,4,1,12,No
1004816,188,iOS and Android,24112,1,3,Medical,96,4081,6,No,16,No,3,1,14,Yes
1004817,391,iOS and Android,11200,1,3,Medical,46,8012,2,Yes,24,No,3,0,35,No
1004818,338,iOS and Android,6757,10,2,Financial,75,2694,3,No,28,Yes,4,2,16,No
1004819,392,iOS and Android,52186,1,2,Financial,43,16599,4,No,21,No,4,0,36,No
1004820,,iOS,18668,29,2,Financial,97,4606,3,No,14,No,2,1,26,No
1004821,226,iOS and Android,11128,1,3,Financial,55,6134,3,No,30,Yes,3,0,16,No
1004822,451,iOS and Android,14815,1,3,Financial,49,19613,7,No,20,No,4,0,35,No
1004823,346,iOS and Android,52007,18,3,Medical,93,4866,2,No,19,No,3,1,24,No
1004824,317,iOS,47929,28,4,Entertainment,103,4581,0,No,21,No,4,3,11,No
1004825,182,iOS and Android,50717,1,1,Entertainment,73,3248,3,Yes,23,No,2,0,15,Yes
1004826,257,iOS,10394,1,2,Social media,,2394,2,No,23,No,4,1,8,Yes
1004827,287,iOS,52198,1,2,Financial,57,1759,2,Yes,29,Yes,3,1,8,No
1004828,302,iOS and Android,48968,1,4,Financial,85,18086,2,No,24,No,4,0,22,No
1004829,196,iOS and Android,47253,23,3,Financial,98,2934,1,No,30,Yes,2,2,9,No
1004830,227,Android OS,49037,1,3,Financial,68,2140,6,No,21,No,3,1,12,No
1004831,219,iOS and Android,34546,1,4,Medical,103,11977,1,No,28,No,3,0,14,No
1004832,219,iOS and Android,14330,25,5,Entertainment,79,2597,7,No,24,No,2,0,9,Yes
1004833,144,iOS and Android,17162,1,2,Entertainment,67,2617,1,No,15,No,3,0,8,Yes
1004834,226,Android OS,48970,22,4,Other,77,8464,1,No,18,No,3,0,14,No
1004835,428,iOS and Android,,29,3,Social media,71,14167,4,No,18,No,3,1,34,No
1004836,376,iOS and Android,38506,29,4,Financial,101,17103,2,No,18,No,2,1,37,No
1004837,227,Android OS,39100,1,3,Medical,59,2621,1,No,18,No,3,0,17,No
1004838,452,iOS,52509,28,3,Social media,89,10322,6,No,24,No,4,0,28,No
1004839,353,iOS and Android,34438,1,2,Medical,71,5127,6,No,24,No,3,3,21,No
1004840,346,iOS and Android,35346,1,3,Financial,57,17902,7,No,24,No,3,0,27,No
1004841,264,iOS and Android,5079,22,3,Financial,55,4280,2,No,18,No,3,0,14,No
1004842,407,iOS and Android,19225,1,4,Financial,51,3833,9,No,16,No,3,0,27,No
1004843,256,iOS and Android,45648,1,4,Financial,71,2823,5,No,24,No,3,1,23,No
1004844,346,iOS and Android,39417,10,3,Social media,99,9131,3,Yes,27,No,3,1,19,No
1004845,233,iOS and Android,44622,1,1,Financial,48,10707,3,No,458,Yes,4,1,17,No
1004846,249,iOS and Android,44728,15,1,Medical,69,13662,8,Yes,15,No,4,0,20,Yes
1004847,250,iOS and Android,20594,10,1,Medical,52,3460,7,No,22,No,1,3,13,Yes
1004848,226,iOS and Android,14500,1,1,Social media,63,3034,0,No,25,No,1,0,7,No
1004849,264,iOS and Android,44691,16,3,Financial,84,7688,4,Yes,15,No,3,0,18,No
1004850,233,iOS,18721,20,3,Financial,79,9869,5,No,19,No,1,0,18,Yes
1004851,256,iOS,34628,23,3,Tour  Travel,48,10009,9,Yes,24,No,3,3,19,Yes
1004852,316,iOS,51623,1,2,Other,108,2142,6,No,24,No,4,1,16,No
1004853,272,Android OS,22259,10,4,Medical,47,10029,1,No,19,No,4,0,13,No
1004854,,iOS,47912,1,1,Entertainment,104,3942,7,No,24,No,3,0,11,Yes
1004855,362,iOS and Android,5753,1,5,Social media,52,4091,2,No,24,No,1,1,21,No
1004856,413,iOS and Android,39136,18,5,Financial,95,16891,3,No,29,Yes,4,0,44,No
1004857,309,Android OS,9378,10,2,Financial,68,6276,9,No,25,No,4,0,18,No
1004858,264,iOS and Android,21700,1,3,Social media,92,4762,9,No,23,No,3,0,17,No
1004859,301,iOS and Android,10617,1,3,Financial,82,13287,8,No,22,No,3,0,26,No
1004860,293,iOS,15553,1,1,Financial,60,3799,1,No,19,No,1,1,14,No
1004861,234,iOS and Android,,1,1,Financial,86,6630,6,Yes,17,No,3,0,19,No
1004862,316,iOS and Android,11205,24,3,Medical,62,7456,1,Yes,304,Yes,4,1,12,No
1004863,339,iOS and Android,19678,1,3,Game,69,4851,1,No,28,No,2,1,16,No
1004864,196,iOS,14940,17,4,Financial,65,2787,2,Yes,20,No,2,1,17,Yes
1004865,,iOS and Android,8162,19,3,Entertainment,40,4313,5,No,23,No,2,2,12,No
1004866,248,iOS and Android,32303,1,5,Medical,110,16236,6,No,410,No,3,1,13,No
1004867,233,iOS and Android,24130,1,3,Financial,51,11598,10,No,24,Yes,3,1,17,No
1004868,137,iOS,45748,1,3,Social media,81,1924,3,Yes,25,No,4,0,7,Yes
1004869,302,Android OS,38323,28,3,Other,63,10985,4,No,27,No,3,1,26,No
1004870,310,Android OS,17855,1,4,Other,76,6855,2,Yes,24,No,1,0,13,No
1004871,197,iOS and Android,27168,29,2,Medical,54,4359,6,No,20,No,1,2,10,No
1004872,264,iOS and Android,6874,1,3,Medical,91,4902,1,No,24,No,4,0,10,No
1004873,257,iOS and Android,9073,21,4,Financial,79,5377,3,No,17,No,4,0,15,No
1004874,197,iOS and Android,16519,24,3,Entertainment,80,2399,3,Yes,23,No,2,0,9,Yes
1004875,279,iOS and Android,28001,1,3,Entertainment,72,7545,4,No,28,No,4,0,16,No
1004876,347,iOS,36239,18,1,Medical,100,10579,7,No,18,No,4,0,29,No
1004877,308,iOS and Android,44709,1,5,Financial,98,16639,7,No,20,No,2,1,26,No
1004878,279,Android OS,5011,1,4,Medical,81,8874,1,No,18,No,4,1,16,No
1004879,392,iOS and Android,33490,1,2,Entertainment,93,5621,3,Yes,18,No,2,2,26,No
1004880,241,Android OS,51631,11,4,Other,66,4753,8,No,24,No,4,0,16,Yes
1004881,181,iOS,18764,24,3,Medical,52,2450,1,No,23,No,3,2,5,No
1004882,286,iOS and Android,52365,10,3,Medical,85,9879,3,No,23,No,3,1,23,No
1004883,279,iOS and Android,15643,1,4,Financial,79,6501,7,No,19,No,2,1,16,No
1004884,370,iOS and Android,43620,18,4,Financial,71,19554,3,Yes,29,No,3,1,39,No
1004885,182,iOS and Android,24221,23,3,Medical,98,2783,1,Yes,16,No,2,2,7,No
1004886,197,iOS and Android,24654,28,2,Social media,78,6329,3,No,30,Yes,4,2,9,No
1004887,181,iOS and Android,28839,17,2,Other,107,2170,2,No,26,Yes,4,1,5,No
1004888,376,iOS,43641,1,3,Medical,113,18248,1,No,22,No,3,1,39,No
1004889,190,iOS and Android,21804,13,1,Medical,50,2150,2,No,18,No,3,0,11,No
1004890,181,iOS,45092,1,3,Financial,63,2943,2,Yes,26,No,4,1,10,Yes
1004891,227,iOS,15730,12,4,Financial,82,2088,3,No,25,No,3,1,6,Yes
1004892,257,iOS and Android,8924,1,2,Financial,88,3663,2,Yes,25,No,4,1,8,No
1004893,234,iOS and Android,47820,13,4,Medical,51,4279,4,No,20,No,3,0,12,Yes
1004894,264,iOS and Android,18878,25,2,Other,66,3733,6,No,18,No,4,0,13,No
1004895,234,iOS and Android,18409,1,4,Medical,76,5510,6,No,25,Yes,4,2,15,No
1004896,,iOS and Android,27962,1,4,Medical,76,2230,1,No,21,No,3,2,12,No
1004897,278,iOS and Android,19579,1,3,Social media,89,9650,4,Yes,23,No,3,1,21,No
1004898,152,iOS and Android,,1,3,Financial,93,2886,3,No,16,No,4,0,10,No
1004899,316,iOS and Android,21812,1,4,Financial,91,4135,3,No,17,No,2,2,19,No
1004900,,iOS and Android,27402,1,4,Other,64,16671,4,Yes,19,No,3,1,28,No
1004901,287,iOS and Android,12717,1,1,Financial,52,2675,4,No,21,No,4,0,14,No
1004902,324,iOS,35081,1,5,Medical,81,5726,5,Yes,16,No,2,1,16,No
1004903,361,iOS and Android,43294,1,4,Financial,55,15443,9,No,20,No,1,1,24,No
1004904,332,iOS and Android,38969,1,4,Financial,62,6031,5,No,22,No,2,0,16,No
1004905,257,iOS and Android,7176,14,3,Entertainment,36,2639,2,Yes,27,No,4,2,15,No
1004906,204,iOS and Android,49743,,1,Social media,97,3090,1,No,22,No,2,1,12,Yes
1004907,158,iOS and Android,47050,22,1,Entertainment,56,3494,1,No,20,No,3,0,7,No
1004908,,iOS and Android,46072,1,4,Other,45,19564,6,Yes,22,No,1,1,34,No
1004909,,iOS and Android,21174,1,1,Medical,84,2819,2,No,26,Yes,4,0,4,No
1004910,,,42606,1,4,Social media,44,7144,1,No,20,No,4,0,8,No
1004911,242,iOS and Android,22647,1,4,Financial,101,6370,3,Yes,17,No,4,1,13,No
1004912,226,iOS,5648,1,3,Medical,81,2124,3,No,23,Yes,3,1,5,No
1004913,400,iOS and Android,8371,1,1,Medical,39,8438,7,No,29,Yes,4,0,22,No
1004914,256,iOS and Android,48935,1,5,Financial,49,2749,1,No,16,No,4,1,17,No
1004915,339,iOS,10752,26,4,Financial,114,4331,3,No,21,No,4,2,7,Yes
1004916,197,iOS and Android,34717,1,3,Financial,76,2708,1,Yes,21,No,3,1,4,No
1004917,279,iOS and Android,16903,1,3,Other,45,9483,3,No,20,No,3,1,17,No
1004918,218,iOS and Android,41203,1,2,Medical,67,5607,3,No,25,No,1,1,10,No
1004919,264,iOS and Android,35626,1,4,Financial,87,6688,1,No,19,No,2,0,22,No
1004920,248,iOS,45405,1,3,Financial,38,7779,3,No,27,Yes,3,1,20,No
1004921,407,iOS and Android,13942,19,4,Medical,93,10783,3,No,20,No,3,1,20,No
1004922,272,iOS and Android,32001,1,2,Medical,55,8892,2,Yes,19,No,3,1,18,No
1004923,203,iOS and Android,39064,1,4,Medical,60,2094,2,No,21,No,4,0,11,No
1004924,152,iOS and Android,47718,10,1,Medical,43,1050,3,Yes,15,No,4,0,7,Yes
1004925,248,iOS,37698,1,3,Financial,85,3400,1,Yes,18,No,1,0,16,Yes
1004926,,Android OS,25490,1,3,Financial,49,1325,3,No,22,No,3,2,3,No
1004927,174,iOS and Android,31010,1,3,Medical,73,2874,3,No,19,No,1,1,7,No
1004928,,iOS and Android,28384,1,3,Financial,72,4905,0,No,28,Yes,3,1,11,No
1004929,287,iOS and Android,8553,1,4,Social media,57,4072,1,No,25,Yes,1,0,9,No
1004930,219,iOS,28260,1,4,Financial,85,2766,2,No,22,No,4,1,13,No
1004931,362,iOS and Android,28645,1,1,Social media,71,8162,4,No,20,No,4,0,19,No
1004932,203,iOS,49388,1,1,Medical,82,4692,2,Yes,26,Yes,2,2,13,No
1004933,279,iOS and Android,42913,10,2,Financial,88,4729,3,No,22,No,1,0,11,No
1004934,376,iOS and Android,42276,28,1,Medical,87,3270,1,Yes,18,No,3,3,25,No
1004935,257,iOS and Android,50519,1,3,Medical,53,8678,2,No,20,No,2,0,15,No
1004936,182,iOS and Android,24288,1,2,Financial,79,4631,10,No,26,No,1,0,8,Yes
1004937,294,iOS and Android,14322,1,4,Entertainment,94,4607,2,No,17,No,1,0,24,No
1004938,242,iOS and Android,32560,10,3,Social media,63,5445,3,No,16,No,4,0,18,No
1004939,376,iOS,19703,1,2,Entertainment,57,6845,3,Yes,17,No,1,1,20,Yes
1004940,287,iOS and Android,28979,1,4,Financial,46,7666,0,No,20,No,3,0,16,No
1004941,,iOS and Android,21326,1,2,Financial,75,7472,2,No,21,No,4,0,15,No
1004942,242,iOS and Android,35665,1,2,Financial,47,11215,3,No,25,No,4,0,16,No
1004943,,iOS and Android,24638,14,4,Social media,52,5001,3,No,21,No,4,0,28,No
1004944,,iOS,20344,1,4,Financial,61,10531,5,Yes,24,Yes,3,1,22,No
1004945,399,iOS and Android,33985,1,3,Financial,74,14857,5,No,24,No,3,0,38,No
